Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
RQ45,Warp,Tecmo Bowl,Rage Quit Battlefoil,Alt,SSP,180,Lamar Jackson,0,
ALT1,Bojax,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Bo Jackson,0,
ALT2,Attak,Unmasked,8-Bit Alt Art,Alt,SP,180,Dak Prescott,0,
ALT3,Pukadot,Unmasked,8-Bit Alt Art,Alt,SP,180,Puka Nacua,0,
ALT4,Duke of Denver,Debut,8-Bit Alt Art,Alt,SP,180,John Elway,0,
ALT5,Breesus,Debut,8-Bit Alt Art,Alt,SP,180,Drew Brees,0,
ALT6,Fear Himself,Debut,8-Bit Alt Art,Alt,SP,180,Lawrence Taylor,0,
ALT7,Mossed,Debut,8-Bit Alt Art,Alt,SP,180,Randy Moss,0,
ALT8,Nigerian Nightmare,Debut,8-Bit Alt Art,Alt,SP,180,Christian Okoye,0,
ALT9,Marino,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Dan Marino,0,
ALT10,Young-Gunner,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Steve Young,0,
ALT11,Gronk,Debut,8-Bit Alt Art,Alt,SP,180,Rob Gronkowski,0,
ALT12,Hitt Man,Debut,8-Bit Alt Art,Alt,SP,180,Ronnie Lott,0,
ALT13,Island Time,Debut,8-Bit Alt Art,Alt,SP,180,Darrelle Revis,0,
ALT14,Emmitt-164,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Emmitt Smith,0,
ALT15,Troy of Dallas,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Troy Aikman,0,
ALT16,Goggles,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Eric Dickerson,0,
ALT17,Howietzer,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Howie Long,0,
ALT18,Thurmanator,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Thurman Thomas,0,
ALT19,Bus,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Jerome Bettis,0,
ALT20,Machine Gun,Debut,8-Bit Alt Art,Alt,SP,180,Jim Kelly,0,
ALT21,Cutback,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Barry Sanders,0,
ALT22,Sea-Largent,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Steve Largent,0,
ALT23,Boz,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Brian Bosworth,0,
ALT24,Allenwrench,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Marcus Allen,0,
ALT25,Ultimate Weapon,Debut,8-Bit Alt Art,Alt,SP,180,Randall Cunningham,0,
ALT26,Shuffler,Debut,8-Bit Alt Art,Alt,SP,180,Jim McMahon,0,
ALT27,Dentist,Debut,8-Bit Alt Art,Alt,SP,180,Richard Dent,0,
ALT28,Sack King,Debut,8-Bit Alt Art,Alt,SP,180,Bruce Smith,0,
ALT29,Incredible Faulk,Debut,8-Bit Alt Art,Alt,SP,180,Marshall Faulk,0,
ALT30,Mann-O-War,Debut,8-Bit Alt Art,Alt,SP,180,Charles Mann,0,
ALT31,Timmy,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Tim Brown,0,
ALT32,Haley's Comet,Debut,8-Bit Alt Art,Alt,SP,180,Charles Haley,0,
ALT33,Ickey,Debut,8-Bit Alt Art,Alt,SP,180,Ickey Woods,0,
ALT34,Fridge,Debut,8-Bit Alt Art,Alt,SP,180,William Perry,0,
ALT35,Samurai Mike,Debut,8-Bit Alt Art,Alt,SP,180,Mike Singletary,0,
ALT36,Monk,Debut,8-Bit Alt Art,Alt,SP,180,Art Monk,0,
ALT37,Sevenring,First Edition,8-Bit Alt Art,Alt,SP,180,Tom Brady,0,
ALT38,Joe Cool,First Edition,8-Bit Alt Art,Alt,SP,180,Joe Montana,0,
ALT39,Sheriff,First Edition,8-Bit Alt Art,Alt,SP,180,Peyton Manning,0,
ALT40,Sweetest of Sweet,First Edition,8-Bit Alt Art,Alt,SP,180,Walter Payton,0,
ALT41,Hands,First Edition,8-Bit Alt Art,Alt,SP,180,Jerry Rice,0,
ALT42,Merlomes,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Patrick Mahomes,0,
ALT43,Dart-Board,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Jaxson Dart,0,
ALT44,Bison,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Josh Allen,0,
ALT45,Warp,Tecmo Bowl,8-Bit Alt Art,Alt,SP,180,Lamar Jackson,0,
HT1,Kathy Tecmo,Tecmo Bowl Halftime,Halftime Alts,Alt,SSP,200,,0,
HT2,The Pom-Poms,Tecmo Bowl Halftime,Halftime Alts,Alt,SSP,200,,0,
HT3,Cindy Tecmo,Tecmo Bowl Halftime,Halftime Alts,Alt,SSP,200,,0,
HT4,Drum Major,Tecmo Bowl Halftime,Halftime Alts,Alt,SSP,200,,0,
HT5,The Flyers,Tecmo Bowl Halftime,Halftime Alts,Alt,SSP,200,,0,
Billy1,Billy,Tecmo Bowl With Bo and LT,Billy and CJ Cameo Alts,Alt,SSP,200,,0,
CJ1,CJ,I Win Again Little Bro,Billy and CJ Cameo Alts,Alt,SSP,200,,0,
P34,Bo Jackson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Bo Jackson,0,
P35,Dak Prescott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Dak Prescott,0,
P36,Puka Nacua,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Puka Nacua,0,
P37,John Elway,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,John Elway,0,
P38,Drew Brees,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Drew Brees,0,
P39,Lawrence Taylor,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Lawrence Taylor,0,
P40,Randy Moss,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Randy Moss,0,
P41,Christian Okoye,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Christian Okoye,0,
P42,Dan Marino,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Dan Marino,0,
P43,Steve Young,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Steve Young,0,
P44,Rob Gronkowski,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Rob Gronkowski,0,
P45,Ronnie Lott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Ronnie Lott,0,
P46,Darrelle Revis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Darrelle Revis,0,
P47,Emmitt Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Emmitt Smith,0,
P48,Troy Aikman,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Troy Aikman,0,
P49,Eric Dickerson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Eric Dickerson,0,
P50,Howie Long,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Howie Long,0,
P51,Thurman Thomas,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Thurman Thomas,0,
P52,Jerome Bettis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Jerome Bettis,0,
P53,Jim Kelly,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Jim Kelly,0,
P54,Barry Sanders,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Barry Sanders,0,
P55,Steve Largent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Steve Largent,0,
P56,Brian Bosworth,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Brian Bosworth,0,
P57,Marcus Allen,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Marcus Allen,0,
P58,Randall Cunningham,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Randall Cunningham,0,
P59,Jim McMahon,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Jim McMahon,0,
P60,Richard Dent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Richard Dent,0,
P61,Bruce Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Bruce Smith,0,
P62,Marshall Faulk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Marshall Faulk,0,
P63,Charles Mann,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Charles Mann,0,
P64,Tim Brown,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Tim Brown,0,
P65,Charles Haley,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Charles Haley,0,
P66,Ickey Woods,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Ickey Woods,0,
P67,William Perry,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,William Perry,0,
P68,Mike Singletary,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Mike Singletary,0,
P69,Art Monk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,Secret 1/1,180,Art Monk,0,
P70,Bo Jackson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Bo Jackson,0,
P71,Dak Prescott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Dak Prescott,0,
P72,Puka Nacua,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Puka Nacua,0,
P73,John Elway,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,John Elway,0,
P74,Drew Brees,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Drew Brees,0,
P75,Lawrence Taylor,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Lawrence Taylor,0,
P76,Randy Moss,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Randy Moss,0,
P77,Christian Okoye,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Christian Okoye,0,
P78,Dan Marino,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Dan Marino,0,
P79,Steve Young,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Steve Young,0,
P80,Rob Gronkowski,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Rob Gronkowski,0,
P81,Ronnie Lott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Ronnie Lott,0,
P82,Darrelle Revis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Darrelle Revis,0,
P83,Emmitt Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Emmitt Smith,0,
P84,Troy Aikman,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Troy Aikman,0,
P85,Eric Dickerson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Eric Dickerson,0,
P86,Howie Long,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Howie Long,0,
P87,Thurman Thomas,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Thurman Thomas,0,
P88,Jerome Bettis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Jerome Bettis,0,
P89,Jim Kelly,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Jim Kelly,0,
P90,Barry Sanders,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Barry Sanders,0,
P91,Steve Largent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Steve Largent,0,
P92,Brian Bosworth,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Brian Bosworth,0,
P93,Marcus Allen,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Marcus Allen,0,
P94,Randall Cunningham,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Randall Cunningham,0,
P95,Jim McMahon,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Jim McMahon,0,
P96,Richard Dent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Richard Dent,0,
P97,Bruce Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Bruce Smith,0,
P98,Marshall Faulk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Marshall Faulk,0,
P99,Charles Mann,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Charles Mann,0,
P100,Tim Brown,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Tim Brown,0,
P101,Charles Haley,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Charles Haley,0,
P102,Ickey Woods,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Ickey Woods,0,
P103,William Perry,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,William Perry,0,
P104,Mike Singletary,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Mike Singletary,0,
P105,Art Monk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SSP,180,Art Monk,0,
P106,Bo Jackson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Bo Jackson,0,
P107,Dak Prescott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Dak Prescott,0,
P108,Puka Nacua,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Puka Nacua,0,
P109,John Elway,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,John Elway,0,
P110,Drew Brees,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Drew Brees,0,
P111,Lawrence Taylor,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Lawrence Taylor,0,
P112,Randy Moss,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Randy Moss,0,
P113,Christian Okoye,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Christian Okoye,0,
P114,Dan Marino,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Dan Marino,0,
P115,Steve Young,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Steve Young,0,
P116,Rob Gronkowski,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Rob Gronkowski,0,
P117,Ronnie Lott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Ronnie Lott,0,
P118,Darrelle Revis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Darrelle Revis,0,
P119,Emmitt Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Emmitt Smith,0,
P120,Troy Aikman,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Troy Aikman,0,
P121,Eric Dickerson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Eric Dickerson,0,
P122,Howie Long,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Howie Long,0,
P123,Thurman Thomas,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Thurman Thomas,0,
P124,Jerome Bettis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Jerome Bettis,0,
P125,Jim Kelly,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Jim Kelly,0,
P126,Barry Sanders,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Barry Sanders,0,
P127,Steve Largent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Steve Largent,0,
P128,Brian Bosworth,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Brian Bosworth,0,
P129,Marcus Allen,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Marcus Allen,0,
P130,Randall Cunningham,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Randall Cunningham,0,
P131,Jim McMahon,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Jim McMahon,0,
P132,Richard Dent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Richard Dent,0,
P133,Bruce Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Bruce Smith,0,
P134,Marshall Faulk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Marshall Faulk,0,
P135,Charles Mann,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Charles Mann,0,
P136,Tim Brown,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Tim Brown,0,
P137,Charles Haley,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Charles Haley,0,
P138,Ickey Woods,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Ickey Woods,0,
P139,William Perry,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,William Perry,0,
P140,Mike Singletary,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Mike Singletary,0,
P141,Art Monk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,SP,160,Art Monk,0,
P142,Bo Jackson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Bo Jackson,0,
P143,Dak Prescott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Dak Prescott,0,
P144,Puka Nacua,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Puka Nacua,0,
P145,John Elway,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,John Elway,0,
P146,Drew Brees,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Drew Brees,0,
P147,Lawrence Taylor,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Lawrence Taylor,0,
P148,Randy Moss,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Randy Moss,0,
P149,Christian Okoye,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Christian Okoye,0,
P150,Dan Marino,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Dan Marino,0,
P151,Steve Young,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Steve Young,0,
P152,Rob Gronkowski,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Rob Gronkowski,0,
P153,Ronnie Lott,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Ronnie Lott,0,
P154,Darrelle Revis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Darrelle Revis,0,
P155,Emmitt Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Emmitt Smith,0,
P156,Troy Aikman,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Troy Aikman,0,
P157,Eric Dickerson,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Eric Dickerson,0,
P158,Howie Long,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Howie Long,0,
P159,Thurman Thomas,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Thurman Thomas,0,
P160,Jerome Bettis,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Jerome Bettis,0,
P161,Jim Kelly,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Jim Kelly,0,
P162,Barry Sanders,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Barry Sanders,0,
P163,Steve Largent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Steve Largent,0,
P164,Brian Bosworth,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Brian Bosworth,0,
P165,Marcus Allen,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Marcus Allen,0,
P166,Randall Cunningham,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Randall Cunningham,0,
P167,Jim McMahon,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Jim McMahon,0,
P168,Richard Dent,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Richard Dent,0,
P169,Bruce Smith,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Bruce Smith,0,
P170,Marshall Faulk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Marshall Faulk,0,
P171,Charles Mann,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Charles Mann,0,
P172,Tim Brown,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Tim Brown,0,
P173,Charles Haley,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Charles Haley,0,
P174,Ickey Woods,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Ickey Woods,0,
P175,William Perry,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,William Perry,0,
P176,Mike Singletary,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Mike Singletary,0,
P177,Art Monk,Day 1 Tecmo Bowl,Pixel Helmet Alt,Alt,,150,Art Monk,0,
PL1,Sticky Situation,First Edition,Plays,,SSP,0,,1,"If your opponent's Hero has a Gum weapon, your opponent must Discard 1 random Play from their hand."
PL2,Risky Draw,First Edition,Plays,,SSP,0,,1,"Flip a coin. If heads, Draw 2 Plays. If tails, your Hero loses -10."
PL3,Deck Burn,First Edition,Plays,,SSP,0,,1,"Roll a dice. Discard that many Plays from the top of your Playbook. (Ex. You roll a 3, Discard the top 3 Plays from your Playbook)."
PL4,Greed Tax,First Edition,Plays,,SSP,0,,0,"Recover 2 Hot Dogs. If you have 6 or more before you use this Play, your Hero loses -20."
PL5,Solo Forge,First Edition,Plays,,SSP,0,,2,"If your Hero has a Steel weapon and you don't run any other Plays this Battle, it gets +25."
PL6,Back In Rotation,First Edition,Plays,,SSP,0,,0,Shuffle 2 Plays from your Discard Pile into your Playbook. Draw 1 Play.
PL7,Dog Gone Streak,First Edition,Plays,,SSP,0,,1,Flip a coin until it lands on tails. For every flip that lands on heads you recover 1 Hot Dog.
PL8,Heavy Handed,First Edition,Plays,,SSP,0,,1,Your opponent's Hero gets -5 for each Play in their hand.
PL9,Overplayed,First Edition,Plays,,SSP,0,,3,"If your opponent runs or has run more than 1 Play this Battle, their Hero loses -10 for each Play they've run."
PL10,Press Your Luck,First Edition,Plays,,SSP,0,,2,"Roll a dice. If you roll a 4 or higher, draw 1 Play and roll again. Repeat until you roll a 3 or lower. Then stop."
PL11,Forced Hand,First Edition,Plays,,SSP,0,,2,Your opponent must either Discard 2 Hot Dogs or give your Hero +20.
PL12,Overflow Tax,First Edition,Plays,,SSP,0,,0,"Recover 3 Hot Dogs. If you have more Hot Dogs than your opponent after you've recovered your Hot Dogs, Discard 1 Play."
PL13,Bailout,First Edition,Plays,,SSP,0,,0,"If you have 0 Hot Dogs, Recover 2 Hot Dogs and Discard 1 Play."
PL14,Reset Momentum,First Edition,Plays,,SSP,0,,0,Your Hero's Power returns to its Starting Power. Your next Hero gets +5.
PL15,Running Low,First Edition,Plays,,SSP,0,,0,"After using this Play, if you have 1 or fewer Plays in hand, Recover 2 Hot Dogs."
PL16,Please Let me Comeback,First Edition,Plays,,SSP,0,,2,"If you've lost the last two Battles, your Hero gets +20 and you Draw 1 Play."
PL17,Please Be Low,First Edition,Plays,,SP,0,,1,"Roll a dice twice. If their sum is under 6, your opponent must Discard a random Play."
PL18,Roll For 30,First Edition,Plays,,SP,0,,3,"Roll a dice. If it's 4-6, your Hero gets +30. If it's 1-3, your Hero gets +30 and you lose 1 Hot Dog."
PL19,Alternate Angle,First Edition,Plays,,SP,0,,0,"If the Hero in the Active Battle was the second Hero you revealed with an Alt weapon, it gets +15."
PL20,Outshined,First Edition,Plays,,SP,0,,1,"If your opponent's Hero has a Glow weapon, your opponent must Discard 1 random Play from their hand."
PL21,Four-Flip Frenzy,First Edition,Plays,,SP,0,,0,Flip 4 coins. Your Hero gets +5 per heads and -5 per tails.
PL22,Marked For Pickup,First Edition,Plays,,SP,0,,0,Send the top Play of your Playbook to the Discard Pile face up. After this Battle you can add that Play to your hand.
PL23,One Or The Other,First Edition,Plays,,SP,0,,1,"Reveal 1 Play from your hand. Also select one Play in your Discard Pile. Your opponent chooses one of the Plays to go to your hand, Discard the other."
PL24,Gambler's Feast,First Edition,Plays,,SP,0,,0,"If you flipped a coin during this Battle and win this Battle, Recover 2 Hot Dogs. If you lose, Discard 1 random Hero from your hand."
PL25,Risky Reload,First Edition,Plays,,SP,0,,1,"Only run this if you have less than 3 Plays in your hand. Flip a coin. If heads, draw 3 Plays. If tails, discard your hand."
PL26,Dice Trap,First Edition,Plays,,SP,0,,1,"The next time any Player rolls a dice, your opponent's Hero gets -15"
PL27,Echoes of The Fallen,First Edition,Plays,,SP,0,,1,"For the rest of the game, whenever one of your Heroes is sent to your Discard Pile for any reason other than substitution, your opponent's Hero in the active Battle gets -5."
PL28,Bad Chemistry,First Edition,Plays,,SP,0,,2,"If your opponent's last 2 revealed Heroes have different weapon types, your Hero gets +15 and you Draw 1 Play."
PL29,Loaded or Hungry,First Edition,Plays,,SP,0,,1,"If you have 6 or more Hot Dogs, your Hero gets +10. Otherwise, Recover 2 Hot Dogs."
PL30,5 Dog Draw,First Edition,Plays,,SP,0,,0,If you have exactly 5 Hot Dogs you can Draw 1 Play.
PL31,Keep it Simple,First Edition,Plays,,SP,0,,2,"Your Hero gets +25. At the end of this Battle, if you used 2 or more Plays, Discard 1 random Play from your hand."
PL32,Big Swinger,First Edition,Plays,,SP,0,,0,"Reveal the top Play of your Playbook. If it costs 3 or more, add it to your hand. If it costs 2 or less, your opponent draws a Play and you Discard the revealed Play."
PL33,Even Odds,First Edition,Plays,,,0,,0,"Roll a dice. If even, swap your Hero with a random Hero from your hand. If odd, your Hero loses -15"
PL34,C'mon 6,First Edition,Plays,,,0,,1,"Roll a dice. If you roll a 6, your Hero gets +30. If you roll a 1, your Hero loses -30."
PL35,Metal Purge,First Edition,Plays,,,0,,0,"Discard a Hero with a Steel weapon from your hand. If you do, cancel all Plays that affect the rest of the game."
PL36,Burn The Timeline,First Edition,Plays,,,0,,0,"Discard a Hero with a Fire weapon from your hand. If you do, cancel all Plays that affect the rest of the game."
PL37,Cold Reset,First Edition,Plays,,,0,,0,"Discard a Hero with an Ice weapon from your hand. If you do, cancel all Plays that affect the rest of the game."
PL38,Future Glow,First Edition,Plays,,,0,,1,"If your Hero in the next Battle has a Glow weapon, it gets +10."
PL39,Future Flame,First Edition,Plays,,,0,,1,"If your Hero in the next Battle has a Fire weapon, it gets +10."
PL40,Frontload,First Edition,Plays,,,0,,1,"If your Hero in the next Battle has a Steel weapon, it gets +15."
PL41,Pass The Flame,First Edition,Plays,,,0,,1,"If your Hero has a Fire weapon, your next Hero gets +10."
